desc	group_id	rate	award_name	award_type	item_g	item_d	item_p	num	neet_body	need_route	bind	expire_hours	msg_type	runtime_stat_id	script	func
3v3_free_HXlibao_1	35		exp	4				30000000								
	35		L«i Viªm Th¹ch	3	2	1	30683	1								
3v3_IB_HXlibao_1	37		exp	4				40000000								
	37		L«i Viªm Th¹ch	3	2	1	30683	2								
3v3_free_WLlibao_2	32	50000	C©y b¸t nh· nhá	3	2	0	504	1			4					
	32	50000	C©y B¸t Nh·	3	2	0	398	1			4					
	32	50000	Th¸nh VËt S­ M«n	3	2	1	30311	1			4	168				
	32	100000	TiÓu truyÒn c«ng ®¬n	3	2	1	30312	1			4	168				
	32	100000	TruyÒn C«ng §¬n	3	2	1	30313	1			4	168				
	32	100000	TruyÒn C«ng Kim §¬n	3	2	1	30688	1			4	168				
	32	50000	Vâ l©m b¸o míi	3	2	1	30314	1			4	168				
	32	100000	M¶nh Tu Ch©n YÕu QuyÕt	3	2	1	30315	1			4	168				
	32	50000	VÐ TiÕu Y B¹c	3	2	1	30492	1			4					
	32	100000	VÐ TiÕu Y §ång	3	2	1	30493	1			4					
	32	48000	UÈn Linh 4 sao (NgÉu nhiªn)	1				28			4	168				
	32	1000	UÈn Linh 5 sao (NgÉu nhiªn)	1				29			4	168				
	32	1000	Linh §å Giíi ChØ	1				39			4					
	32	200000	L«i Viªm Th¹ch	3	2	1	30683	1								
3v3_IB_WLlibao_2	34	50000	C©y b¸t nh· nhá	3	2	0	504	1								
	34	50000	C©y B¸t Nh·	3	2	0	398	1								
	34	50000	Th¸nh VËt S­ M«n	3	2	1	30311	1				168				
	34	50000	TiÓu truyÒn c«ng ®¬n	3	2	1	30312	1				168				
	34	50000	TruyÒn C«ng §¬n	3	2	1	30313	1				168				
	34	90000	TruyÒn C«ng Kim §¬n	3	2	1	30688	1				168				
	34	50000	Vâ l©m b¸o míi	3	2	1	30314	1				168				
	34	50000	M¶nh Tu Ch©n YÕu QuyÕt	3	2	1	30315	1				168				
	34	80000	VÐ TiÕu Y §ång	3	2	1	30493	1								
	34	50000	VÐ TiÕu Y B¹c	3	2	1	30492	1								
	34	20000	VÐ TiÕu Y Vµng	3	2	1	30491	1								
	34	90000	UÈn Linh 4 sao (NgÉu nhiªn)	1				28				168				
	34	50000	UÈn Linh 5 sao (NgÉu nhiªn)	1				29				168				
	34	5000	UÈn Linh 6 sao (NgÉu nhiªn)	1				30				168	1			
	34	10000	Linh §å Giíi ChØ	1				39								
	34	255000	L«i Viªm Th¹ch	3	2	1	30683	1								
3v3_free_HXlibao_2	36	50000	C©y b¸t nh· nhá	3	2	0	504	1			4					
	36	50000	C©y B¸t Nh·	3	2	0	398	1			4					
	36	50000	Th¸nh VËt S­ M«n	3	2	1	30311	1			4	168				
	36	50000	TiÓu truyÒn c«ng ®¬n	3	2	1	30312	1			4	168				
	36	50000	TruyÒn C«ng §¬n	3	2	1	30313	1			4	168				
	36	90000	TruyÒn C«ng Kim §¬n	3	2	1	30688	1			4	168				
	36	50000	Vâ l©m b¸o míi	3	2	1	30314	1			4	168				
	36	50000	M¶nh Tu Ch©n YÕu QuyÕt	3	2	1	30315	1			4	168				
	36	110000	VÐ TiÕu Y §ång	3	2	1	30493	1			4					
	36	100000	VÐ TiÕu Y B¹c	3	2	1	30492	1			4					
	36	25000	VÐ TiÕu Y Vµng	3	2	1	30491	1			4					
	36	100000	UÈn Linh 4 sao (NgÉu nhiªn)	1				28			4	168				
	36	10000	UÈn Linh 5 sao (NgÉu nhiªn)	1				29			4	168				
	36	5000	UÈn Linh 6 sao (NgÉu nhiªn)	1				30			4	168	1			
	36	10000	NhÉn Linh §å_Nhãm ngÉu nhiªn	1				39			4					
	36	200000	L«i Viªm Th¹ch	3	2	1	30683	5								
3v3_IB_HXlibao_2	38	50000	C©y b¸t nh· nhá	3	2	0	504	1								
	38	50000	C©y B¸t Nh·	3	2	0	398	1								
	38	50000	Th¸nh VËt S­ M«n	3	2	1	30311	1				168				
	38	50000	TiÓu truyÒn c«ng ®¬n	3	2	1	30312	1				168				
	38	50000	TruyÒn C«ng §¬n	3	2	1	30313	1				168				
	38	90000	TruyÒn C«ng Kim §¬n	3	2	1	30688	1				168				
	38	50000	Vâ l©m b¸o míi	3	2	1	30314	1				168				
	38	50000	M¶nh Tu Ch©n YÕu QuyÕt	3	2	1	30315	1				168				
	38	100000	VÐ TiÕu Y §ång	3	2	1	30493	1								
	38	50000	VÐ TiÕu Y B¹c	3	2	1	30492	1								
	38	20000	VÐ TiÕu Y Vµng	3	2	1	30491	1								
	38	80000	UÈn Linh 4 sao (NgÉu nhiªn)	1				28				168				
	38	60000	UÈn Linh 5 sao (NgÉu nhiªn)	1				29				168				
	38	30000	UÈn Linh 6 sao (NgÉu nhiªn)	1				30				168	1			
	38	20000	Linh §å Giíi ChØ	1				39								
	38	200000	L«i Viªm Th¹ch	3	2	1	30683	10								
lingtu_ring	39	500000	Linh §å Giíi (tr¸i)	3	0	102	30221	1								
	39	500000	Linh §å Giíi (ph¶i)	3	0	102	30222	1								
EY_jinbaoxiang_2_free	42	150000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1			4	168				
	42	100000	Båi Nguyªn §¬n	3	2	1	30351	1			4	168				
	42	200000	TÈy TrÇn §an	3	2	1	30613	1								
	42	350000	Kinh M¹ch §ång Nh©n	3	2	1	30730	1			4					
	42	100000	Ch©n khÝ	6				100								
	42	30000	Ch©n khÝ	6				200								
	42	20000	Ch©n khÝ	6				400								
	42	50000	Tô Linh Hoµn	3	2	1	30458	1			4	168				
EY_jinbaoxiang_2_IB	43	100000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1				168				
	43	50000	Båi Nguyªn §¬n	3	2	1	30351	1				168				
	43	250000	TÈy TrÇn §an	3	2	1	30613	1								
	43	350000	Kinh M¹ch §ång Nh©n	3	2	1	30730	1								
	43	100000	Ch©n khÝ	6				100								
	43	40000	Ch©n khÝ	6				200								
	43	20000	Ch©n khÝ	6				400								
	43	10000	Ch©n khÝ	6				1000								
	43	50000	Tô Linh Hoµn	3	2	1	30458	1				168				
	43	20000	§¹i Tô Linh Hoµn	3	2	1	30459	1				168				
	43	10000	Tô Linh Tiªn §¬n	3	2	1	30460	1				168				
EY_baoxiang_2	44	500000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1			4	168				
	44	350000	Båi Nguyªn §¬n	3	2	1	30351	1			4	168				
	44	100000	Kinh M¹ch §ång Nh©n	3	2	1	30730	1			4					
	44	50000	Tô Linh Hoµn	3	2	1	30458	1			4	168				
EY_baoxiang_2_IB	45	150000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1				168				
	45	100000	Båi Nguyªn §¬n	3	2	1	30351	1				168				
	45	200000	TÈy TrÇn §an	3	2	1	30613	1								
	45	350000	Kinh M¹ch §ång Nh©n	3	2	1	30730	1								
	45	100000	Ch©n khÝ	6				100								
	45	30000	Ch©n khÝ	6				200								
	45	20000	Ch©n khÝ	6				400								
	45	50000	Tô Linh Hoµn	3	2	1	30458	1				168				
Fire_Killjinying	46	150000	Ngò Th¸i Th¸nh Háa	3	2	1	30402	1			4					
	46	400000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1								
	46	300000	§¸ quý cÊp 1-3	1				51								
	46	50000	Thiªn Kiªu LÖnh	3	2	97	236	1			4					
	46	50000	BÝ Ng©n Chïy	3	2	1	30539	1			4					
	46	50000	BÝ Ng©n To¶n	3	2	1	30538	1			4					
Fire_Single	47	80000	H¾c Ngäc §o¹n Tôc Cao	3	1	0	6	1			4					
	47	80000	Sinh Sinh Hãa T¸n	3	1	0	16	1			4					
	47	80000	V¹n VËt Quy Nguyªn §¬n	3	1	0	11	1			4					
	47	50000	Cöu chuyÓn håi hån ®¬n	3	1	0	32	1			4					
	47	80000	B¹ch C©u Hoµn	3	2	1	270	1			4	168				
	47	30000	§¹i B¹ch C©u hoµn	3	2	1	1007	1			4	168				
	47	10000	B¹ch C©u Tiªn ®¬n	3	2	1	1008	1			4	168				
	47	100000	ThiÕt Tinh cÊp 1	3	2	1	30533	1			4					
	47	50000	ThiÕt Tinh cÊp 2	3	2	1	30534	1			4					
	47	10000	ThiÕt Tinh cÊp 3	3	2	1	30535	1			4					
	47	40000	BÝ Ng©n Chïy	3	2	1	30539	1			4					
	47	40000	BÝ Ng©n To¶n	3	2	1	30538	1			4					
	47	100000	M¶nh Thiªn Cang	3	2	1	30390	1			4					
	47	25000	M¶nh Thiªn M«n	3	2	1	30410	1			4					
	47	10000	UÈn Linh cÊp 4	1				28			4	168				
	47	10000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1								
	47	50000	Tiªu KiÕp t¸n	3	2	0	141	1			4	168				
	47	20000	Tu Ch©n YÕu QuyÕt	3	2	0	554	1			4	168				
	47	30000	C©y B¸t Nh·	3	2	0	398	1			4	168				
	47	30000	Qu©n C«ng Ch­¬ng	3	2	1	9999	1			4	168				
	47	20000	Qu©n C«ng §¹i	3	2	1	9998	1			4	168				
	47	5000	Qu©n C«ng Huy Hoµng	3	2	1	9977	1			4	168				
	47	48000	C©y B¸t Nh· nhá	3	2	0	504	1			4	168				
	47	1200	Thiªn Kiªu LÖnh	3	2	97	236	1			4					
	47	200	Thiªn Th¹ch linh th¹ch	3	2	1	1068	1			4	168	1			
	47	300	§Þnh Hån Thiªn Th¹ch Linh Th¹ch	3	2	1	1067	1			4	168	1			
	47	200	Thiªn M«n Kim LÖnh	3	2	1	30370	1			4		1			
	47	100	Thiªn Cang LÖnh	3	2	95	204	1			4		1			
Fire_Five	48	70000	H¾c Ngäc §o¹n Tôc Cao	3	1	0	6	1								
	48	70000	Sinh Sinh Hãa T¸n	3	1	0	16	1								
	48	70000	V¹n VËt Quy Nguyªn §¬n	3	1	0	11	1								
	48	40000	Cöu chuyÓn håi hån ®¬n	3	1	0	32	1								
	48	50000	B¹ch C©u Hoµn	3	2	1	270	1				168				
	48	20000	§¹i B¹ch C©u hoµn	3	2	1	1007	1				168				
	48	10000	B¹ch C©u Tiªn ®¬n	3	2	1	1008	1				168				
	48	60000	ThiÕt Tinh cÊp 1	3	2	1	30533	1								
	48	60000	ThiÕt Tinh cÊp 2	3	2	1	30534	1								
	48	20000	ThiÕt Tinh cÊp 3	3	2	1	30535	1								
	48	40000	BÝ Ng©n Chïy	3	2	1	30539	1								
	48	40000	BÝ Ng©n To¶n	3	2	1	30538	1								
	48	96800	M¶nh Thiªn Cang	3	2	1	30390	1								
	48	40000	M¶nh Thiªn M«n	3	2	1	30410	1								
	48	10000	UÈn Linh cÊp 4	1				28				168				
	48	10000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1								
	48	5000	M¶nh Thiªn th¹ch	3	2	2	7	1								
	48	50000	Tiªu KiÕp t¸n	3	2	0	141	1				168				
	48	50000	Tu Ch©n YÕu QuyÕt	3	2	0	554	1				168				
	48	50000	C©y B¸t Nh·	3	2	0	398	1				168				
	48	30000	Qu©n C«ng Ch­¬ng	3	2	1	9999	1				168				
	48	20000	Qu©n C«ng §¹i	3	2	1	9998	1				168				
	48	5000	Qu©n C«ng Huy Hoµng	3	2	1	9977	1				168				
	48	50000	C©y B¸t Nh· nhá	3	2	0	504	1				168				
	48	1000	ChuyÓn Sinh §¬n 	3	2	1	30345	1				168				
	48	200	Thiªn Th¹ch linh th¹ch	3	2	1	1068	1				168	1			
	48	300	§Þnh Hån Thiªn Th¹ch Linh Th¹ch	3	2	1	1067	1				168	1			
	48	100	§¹i §Þnh Hån Thiªn Th¹ch Linh Th¹ch	3	2	1	1113	1				168	1			
	48	30000	Bµn Long bÝch	3	2	1	1000	1				168				
	48	100	Hßa ThÞ BÝch	3	2	1	1001	1				168				
	48	500	Thiªn Th¹ch Tinh Th¹ch	3	2	1	1009	1								
	48	500	Thiªn M«n Kim LÖnh	3	2	1	30370	1					1			
	48	500	Thiªn Cang LÖnh	3	2	95	204	1					1			
WinterBoss_Box	49	280000	Kinh nghiÖm	4				220000								
	49	150000	VÐ TiÕu Y §ång	3	2	1	30493	1			4					
	49	50000	VÐ TiÕu Y B¹c	3	2	1	30492	1			4					
	49	10000	VÐ TiÕu Y Vµng	3	2	1	30491	1			4					
	49	50000	§¸ quý cÊp 1-3	1				51								
	49	200000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1								
	49	6000	Thiªn Kiªu LÖnh	3	2	97	236	1			4					
	49	30000	TuÇn Léc	3	0	105	35	1				168				
	49	20000	C©y Gi¸ng Sinh Bang Ph¸i	3	2	1	30745	1				24				
	49	200000	L«i Viªm Th¹ch	3	2	1	30683	1								
	49	400	Tr¸i Tim B¨ng Gi¸	3	2	1	30746	1				168	1			
	49	1200	Xe TuÇn Léc mµu ®á	3	0	105	30041	1				720	1			
	49	1200	Xe TuÇn Léc  xanh lôc	3	0	105	30042	1				720	1			
	49	1200	Xe TuÇn Léc mµu vµng	3	0	105	30043	1				720	1			
WinterBoss_Heart	50	200000	BÝ Ng©n Chïy	3	2	1	30539	1								
	50	200000	BÝ Ng©n To¶n	3	2	1	30538	1								
	50	200000	Ngò Th¸i Th¸nh Háa	3	2	1	30402	1								
	50	150000	Qu©n C«ng Ch­¬ng	3	2	1	9999	1								
	50	100000	Qu©n C«ng §¹i	3	2	1	9998	1								
	50	50000	Qu©n C«ng Huy Hoµng	3	2	1	9977	1								
	50	50000	Thiªn Th¹ch Tinh Th¹ch	3	2	1	1009	1								
	50	50000	Giµy Thªu B¨ng Gi¸	3	2	1	30754	1				720	1			
gem_Lv1-3_Rd	51	200000	HuyÕtTrÝchTh¹ch Lv1	3	2	22	101	1								
	51	200000	NguyÖtB¹chTh¹ch Lv1	3	2	22	201	1								
	51	200000	Hæ Ph¸ch Th¹ch CÊp 1	3	2	22	301	1								
	51	200000	H¾c DiÖu Th¹ch CÊp 1	3	2	22	401	1								
	51	40000	HuyÕtTrÝchTh¹ch Lv2	3	2	22	102	1								
	51	40000	NguyÖtB¹chTh¹ch Lv2	3	2	22	202	1								
	51	40000	Hæ Ph¸ch Th¹ch CÊp 2	3	2	22	302	1								
	51	40000	H¾c DiÖu Th¹ch CÊp 2	3	2	22	402	1								
	51	10000	HuyÕtTrÝchTh¹ch Lv3	3	2	22	103	1								
	51	10000	NguyÖtB¹chTh¹ch Lv3	3	2	22	203	1								
	51	10000	Hæ Ph¸ch Th¹ch CÊp 3	3	2	22	303	1								
	51	10000	H¾c DiÖu Th¹ch CÊp 3	3	2	22	403	1								
Fire_Num_800	52	14286	H-LiÖt Nham-Lv4	3	0	148	53	1								
	52	14286	H-Ph¸ Kh«ng-Lv4	3	0	148	54	1								
	52	14286	H-Tóy KiÕm-Lv4	3	0	148	55	1								
	52	14286	H-TËt Phong-Lv4	3	0	148	56	1								
	52	14286	H-TÊn Vò-Lv4	3	0	148	57	1								
	52	14286	H-¦ng TËp-Lv4	3	0	148	58	1								
	52	14286	H-Linh T©m-Lv4	3	0	148	59	1								
	52	14286	H-ThÇn Lùc-Lv4	3	0	148	60	1								
	52	14286	H-Ng­ng ThÇn-Lv4	3	0	148	61	1								
	52	14286	H-V« Gian-Lv4	3	0	148	62	1								
	52	14286	H-V« Cùc-Lv4	3	0	148	63	1								
	52	14286	H-Cuång NhÉn-Lv4	3	0	148	64	1								
	52	14286	H-L¨ng NhuÖ-Lv4	3	0	148	65	1								
	52	14286	H-Linh Viªn-Lv4	3	0	148	66	1								
	52	14286	H-H¶i VËn-Lv4	3	0	148	67	1								
	52	14286	H-H¶i T©m-Lv4	3	0	148	68	1								
	52	14286	C-LiÖt Nham-Lv4	3	0	149	53	1								
	52	14286	C-Ph¸ Kh«ng-Lv4	3	0	149	54	1								
	52	14286	C-Tóy KiÕm-Lv4	3	0	149	55	1								
	52	14286	C-TËt Phong-Lv4	3	0	149	56	1								
	52	14286	C-TÊn Vò-Lv4	3	0	149	57	1								
	52	14286	C-Qu¸n Th¹ch-Lv4	3	0	149	58	1								
	52	14286	C-Né Ng©m-Lv4	3	0	149	59	1								
	52	14286	C-Xuyªn V©n-Lv4	3	0	149	60	1								
	52	14286	C-ThÇn Lùc-Lv4	3	0	149	61	1								
	52	14286	C-Ng­ng ThÇn-Lv4	3	0	149	62	1								
	52	14286	C-V« Gian-Lv4	3	0	149	63	1								
	52	14286	C-V« Cùc-Lv4	3	0	149	64	1								
	52	14286	C-Cuång NhÉn-Lv4	3	0	149	65	1								
	52	14286	C-L¨ng NhuÖ-Lv4	3	0	149	66	1								
	52	14286	C-Linh Viªn-Lv4	3	0	149	67	1								
	52	14286	C-H¶i VËn-Lv4	3	0	149	68	1								
	52	14286	C-H¶i T©m-Lv4	3	0	149	69	1								
	52	14286	T-LiÖt Nham-Lv4	3	0	150	53	1								
	52	14286	T-Ph¸ Kh«ng-Lv4	3	0	150	54	1								
	52	14285	T-Tóy KiÕm-Lv4	3	0	150	55	1								
	52	14285	T-TËt Phong-Lv4	3	0	150	56	1								
	52	14285	T-TÊn Vò-Lv4	3	0	150	57	1								
	52	14285	T-V« L­îng-Lv4	3	0	150	58	1								
	52	14285	T-Môc Minh-Lv4	3	0	150	59	1								
	52	14285	T-ThÇn Lùc-Lv4	3	0	150	60	1								
	52	14285	T-Ng­ng ThÇn-Lv4	3	0	150	61	1								
	52	14285	T-V« Gian-Lv4	3	0	150	62	1								
	52	14285	T-V« Cùc-Lv4	3	0	150	63	1								
	52	14285	T-Cuång NhÉn-Lv4	3	0	150	64	1								
	52	14285	T-L¨ng NhuÖ-Lv4	3	0	150	65	1								
	52	14285	T-Linh Viªn-Lv4	3	0	150	66	1								
	52	14285	T-H¶i VËn-Lv4	3	0	150	67	1								
	52	14285	T-H¶i T©m-Lv4	3	0	150	68	1								
	52	4082	H-LiÖt Nham-Lv5	3	0	148	69	1								
	52	4082	H-Ph¸ Kh«ng-Lv5	3	0	148	70	1								
	52	4082	H-Tóy KiÕm-Lv5	3	0	148	71	1								
	52	4082	H-TËt Phong-Lv5	3	0	148	72	1								
	52	4082	H-TÊn Vò-Lv5	3	0	148	73	1								
	52	4082	H-¦ng TËp-Lv5	3	0	148	74	1								
	52	4082	H-Linh T©m-Lv5	3	0	148	75	1								
	52	4082	H-ThÇn Lùc-Lv5	3	0	148	76	1								
	52	4082	H-Ng­ng ThÇn-Lv5	3	0	148	77	1								
	52	4082	H-V« Gian-Lv5	3	0	148	78	1								
	52	4082	H-V« Cùc-Lv5	3	0	148	79	1								
	52	4082	H-Cuång NhÉn-Lv5	3	0	148	80	1								
	52	4082	H-L¨ng NhuÖ-Lv5	3	0	148	81	1								
	52	4082	H-Linh Viªn-Lv5	3	0	148	82	1								
	52	4082	H-H¶i VËn-Lv5	3	0	148	83	1								
	52	4082	H-H¶i T©m-Lv5	3	0	148	84	1								
	52	4082	C-LiÖt Nham-Lv5	3	0	149	70	1								
	52	4082	C-Ph¸ Kh«ng-Lv5	3	0	149	71	1								
	52	4082	C-Tóy KiÕm-Lv5	3	0	149	72	1								
	52	4082	C-TËt Phong-Lv5	3	0	149	73	1								
	52	4082	C-TÊn Vò-Lv5	3	0	149	74	1								
	52	4082	C-Qu¸n Th¹ch-Lv5	3	0	149	75	1								
	52	4082	C-Né Ng©m-Lv5	3	0	149	76	1								
	52	4082	C-Xuyªn V©n-Lv5	3	0	149	77	1								
	52	4082	C-ThÇn Lùc-Lv5	3	0	149	78	1								
	52	4082	C-Ng­ng ThÇn-Lv5	3	0	149	79	1								
	52	4082	C-V« Gian-Lv5	3	0	149	80	1								
	52	4082	C-V« Cùc-Lv5	3	0	149	81	1								
	52	4082	C-Cuång NhÉn-Lv5	3	0	149	82	1								
	52	4082	C-L¨ng NhuÖ-Lv5	3	0	149	83	1								
	52	4082	C-Linh Viªn-Lv5	3	0	149	84	1								
	52	4081	C-H¶i VËn-Lv5	3	0	149	85	1								
	52	4081	C-H¶i T©m-Lv5	3	0	149	86	1								
	52	4081	T-LiÖt Nham-Lv5	3	0	150	69	1								
	52	4081	T-Ph¸ Kh«ng-Lv5	3	0	150	70	1								
	52	4081	T-Tóy KiÕm-Lv5	3	0	150	71	1								
	52	4081	T-TËt Phong-Lv5	3	0	150	72	1								
	52	4081	T-TÊn Vò-Lv5	3	0	150	73	1								
	52	4081	T-V« L­îng-Lv5	3	0	150	74	1								
	52	4081	T-Môc Minh-Lv5	3	0	150	75	1								
	52	4081	T-ThÇn Lùc-Lv5	3	0	150	76	1								
	52	4081	T-Ng­ng ThÇn-Lv5	3	0	150	77	1								
	52	4081	T-V« Gian-Lv5	3	0	150	78	1								
	52	4081	T-V« Cùc-Lv5	3	0	150	79	1								
	52	4081	T-Cuång NhÉn-Lv5	3	0	150	80	1								
	52	4081	T-L¨ng NhuÖ-Lv5	3	0	150	81	1								
	52	4081	T-Linh Viªn-Lv5	3	0	150	82	1								
	52	4081	T-H¶i VËn-Lv5	3	0	150	83	1								
	52	4081	T-H¶i T©m-Lv5	3	0	150	84	1								
	52	2041	H-LiÖt Nham-Lv6	3	0	148	85	1					1			
	52	2041	H-Ph¸ Kh«ng-Lv6	3	0	148	86	1					1			
	52	2041	H-Tóy KiÕm-Lv6	3	0	148	87	1					1			
	52	2041	H-TËt Phong-Lv6	3	0	148	88	1					1			
	52	2041	H-TÊn Vò-Lv6	3	0	148	89	1					1			
	52	2041	H-¦ng TËp-Lv6	3	0	148	90	1					1			
	52	2041	H-Linh T©m-Lv6	3	0	148	91	1					1			
	52	2041	H-ThÇn Lùc-Lv6	3	0	148	92	1					1			
	52	2041	H-Ng­ng ThÇn-Lv6	3	0	148	93	1					1			
	52	2041	H-V« Gian-Lv6	3	0	148	94	1					1			
	52	2041	H-V« Cùc-Lv6	3	0	148	95	1					1			
	52	2041	H-Cuång NhÉn-Lv6	3	0	148	96	1					1			
	52	2041	H-L¨ng NhuÖ-Lv6	3	0	148	97	1					1			
	52	2041	H-Linh Viªn-Lv6	3	0	148	98	1					1			
	52	2041	H-H¶i VËn-Lv6	3	0	148	99	1					1			
	52	2041	H-H¶i T©m-Lv6	3	0	148	100	1					1			
	52	2041	C-LiÖt Nham-Lv6	3	0	149	87	1					1			
	52	2041	C-Ph¸ Kh«ng-Lv6	3	0	149	88	1					1			
	52	2041	C-Tóy KiÕm-Lv6	3	0	149	89	1					1			
	52	2041	C-TËt Phong-Lv6	3	0	149	90	1					1			
	52	2041	C-TÊn Vò-Lv6	3	0	149	91	1					1			
	52	2041	C-Qu¸n Th¹ch-Lv6	3	0	149	92	1					1			
	52	2041	C-Né Ng©m-Lv6	3	0	149	93	1					1			
	52	2041	C-Xuyªn V©n-Lv6	3	0	149	94	1					1			
	52	2041	C-ThÇn Lùc-Lv6	3	0	149	95	1					1			
	52	2041	C-Ng­ng ThÇn-Lv6	3	0	149	96	1					1			
	52	2041	C-V« Gian-Lv6	3	0	149	97	1					1			
	52	2041	C-V« Cùc-Lv6	3	0	149	98	1					1			
	52	2041	C-Cuång NhÉn-Lv6	3	0	149	99	1					1			
	52	2041	C-L¨ng NhuÖ-Lv6	3	0	149	100	1					1			
	52	2041	C-Linh Viªn-Lv6	3	0	149	101	1					1			
	52	2041	C-H¶i VËn-Lv6	3	0	149	102	1					1			
	52	2041	C-H¶i T©m-Lv6	3	0	149	103	1					1			
	52	2041	T-LiÖt Nham-Lv6	3	0	150	85	1					1			
	52	2041	T-Ph¸ Kh«ng-Lv6	3	0	150	86	1					1			
	52	2041	T-Tóy KiÕm-Lv6	3	0	150	87	1					1			
	52	2041	T-TËt Phong-Lv6	3	0	150	88	1					1			
	52	2041	T-TÊn Vò-Lv6	3	0	150	89	1					1			
	52	2041	T-V« L­îng-Lv6	3	0	150	90	1					1			
	52	2041	T-Môc Minh-Lv6	3	0	150	91	1					1			
	52	2040	T-ThÇn Lùc-Lv6	3	0	150	92	1					1			
	52	2040	T-Ng­ng ThÇn-Lv6	3	0	150	93	1					1			
	52	2040	T-V« Gian-Lv6	3	0	150	94	1					1			
	52	2040	T-V« Cùc-Lv6	3	0	150	95	1					1			
	52	2040	T-Cuång NhÉn-Lv6	3	0	150	96	1					1			
	52	2040	T-L¨ng NhuÖ-Lv6	3	0	150	97	1					1			
	52	2040	T-Linh Viªn-Lv6	3	0	150	98	1					1			
	52	2040	T-H¶i VËn-Lv6	3	0	150	99	1					1			
	52	2040	T-H¶i T©m-Lv6	3	0	150	100	1					1			
Fire_Num_1000	53	237500	HuyÕtTrÝchTh¹ch Lv4	3	2	22	104	1								
	53	237500	NguyÖtB¹chTh¹ch Lv4	3	2	22	204	1								
	53	237500	Hæ Ph¸ch Th¹ch CÊp 4	3	2	22	304	1								
	53	237500	H¾c DiÖu Th¹ch CÊp 4	3	2	22	404	1								
	53	10000	HuyÕtTrÝchTh¹ch Lv5	3	2	22	105	1					1			
	53	10000	NguyÖtB¹chTh¹ch Lv5	3	2	22	205	1					1			
	53	10000	Hæ Ph¸ch Th¹ch CÊp 5	3	2	22	305	1					1			
	53	10000	H¾c DiÖu Th¹ch CÊp 5	3	2	22	405	1					1			
	53	2500	HuyÕtTrÝchTh¹ch Lv6	3	2	22	106	1					1			
	53	2500	NguyÖtB¹chTh¹ch Lv6	3	2	22	206	1					1			
	53	2500	Hæ Ph¸ch Th¹ch CÊp 6	3	2	22	306	1					1			
	53	2500	H¾c DiÖu Th¹ch CÊp 6	3	2	22	406	1					1			
Xmas_orna	54		exp	4				10000								
Xmas_tree1	55		exp	4				1000000								
	55		Ch©n khÝ	6				200								
	55		C«ng tr¹ng	7				100								
Xmas_tree2	56		exp	4				2000000								
	56		Ch©n khÝ	6				400								
	56		C«ng tr¹ng	7				200								
Xmas_tree3	57		exp	4				4000000								
	57		Ch©n khÝ	6				600								
	57		C«ng tr¹ng	7				300								
Xmas_tree4	58		exp	4				8000000								
	58		Ch©n khÝ	6				800								
	58		C«ng tr¹ng	7				400								
Xmas_tree5	59		exp	4				16000000								
	59		Ch©n khÝ	6				1000								
	59		C«ng tr¹ng	7				500								
LS_tong1	60	300000	TiÓu truyÒn c«ng ®¬n		2	1	30312	1			4					
	60	100000	M¶nh Tu Ch©n YÕu QuyÕt		2	1	30315	1			4					
	60	450000	ThiÕt Tinh cÊp 1		2	1	30533	1			4					
	60	150000	ThiÕt Tinh cÊp 2		2	1	30534	1			4					
LS_tong2	61	100000	TiÓu truyÒn c«ng ®¬n	3	2	1	30312	1			4					
	61	100000	M¶nh Tu Ch©n YÕu QuyÕt	3	2	1	30315	1			4					
	61	400000	ThiÕt Tinh cÊp 1	3	2	1	30533	1			4					
	61	300000	ThiÕt Tinh cÊp 2	3	2	1	30534	1			4					
	61	100000	Huy Ch­¬ng §ång ChÕ	3	0	153	1	1			4					
LS_tong3	62	50000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1			4					
	62	100000	Båi Nguyªn §¬n	3	2	1	30351	1			4					
	62	100000	TruyÒn C«ng §¬n	3	2	1	30313	1			4					
	62	50000	M¶nh Tu Ch©n YÕu QuyÕt	3	2	1	30315	1			4					
	62	200000	ThiÕt Tinh cÊp 1	3	2	1	30533	1			4					
	62	100000	ThiÕt Tinh cÊp 2	3	2	1	30534	1			4					
	62	100000	ThiÕt Tinh cÊp 3	3	2	1	30535	1			4					
	62	150000	Huy Ch­¬ng §ång ChÕ	3	0	153	1	1			4					
	62	150000	Huy Ch­¬ng ThiÕt ChÕ	3	0	153	2	1			4					
LS_tong4	63	50000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1			4					
	63	50000	Båi Nguyªn §¬n	3	2	1	30351	1			4					
	63	50000	TruyÒn C«ng §¬n	3	2	1	30313	1			4					
	63	50000	M¶nh Tu Ch©n YÕu QuyÕt	3	2	1	30315	1			4					
	63	100000	ThiÕt Tinh cÊp 1	3	2	1	30533	1			4					
